document_id,paragraph_id,doc_str,term_count
01_004_22c_045,16,full body hands table laps person,4
01_004_22c_045,17,sure beginning know say whole bodies hands lap drum stop drumming something stop good alternative hands student book classroom tell,20
01_004_22c_045,18,instructional time,1
01_004_22c_045,19,sorry classroom time book read reading time,8
01_004_22c_045,20,say put book attention norms,5
01_004_22c_045,21,name specific redirection tell like ask put great next round think give specific redirections students make sure pretty behaviors time,22
01_004_22c_045,24,mmhm,1
01_004_22c_045,25,right questions,2
01_004_22c_045,26,helpful,1
01_004_22c_049,1,think norm simulation,3
01_004_22c_049,2,calm last time,2
01_004_22c_049,3,super calm calm level great behaviors frustrating let students see good work agree anything anything,12
01_004_22c_049,4,lot student listen like different types warnings different types reminders focus physical setting nonverbal cues ask student step minute come situation something,17
01_004_22c_049,5,tons strategies try use nonverbal cues simulation able ask student take break move closer student good strategies use classroom use positive positive language respectful things make sure students direction task redirect times redirection little bit unclear behavior think distraction peers think way quieter redirect question see love class,46
01_004_22c_049,6,moment enjoy passion language language uh like shut remind appropriate time different actions,10
01_004_22c_049,7,redirect way behavior kind pivot appropriate passion time think rephrase stop make feel fact something,14
01_004_22c_049,8,drumming distraction peers welcome recess welcome time rules classroom,9
01_004_22c_049,9,add make specific distraction welcome recess throw classroom norms something think distraction way distraction others continue recess classroom norm share kind pulls stop direction tell norms conversation suggestion see think distraction love want hear drumming play tuba read book tell,36
01_004_22c_049,10,set book book distraction read book time book,8
01_004_22c_049,13,clear acceptable behavior make sure behavior occurs way focus conversation classroom norms students way specific redirection student clear understanding right round,29
01_004_22c_051,1,find mouse second,1
01_004_22c_051,2,good,1
01_004_22c_051,3,go,0
01_004_22c_051,4,fall little bit students engaged everything little bit try get goals representative next year everyone bring different personalities everyone different first days like figure students start building relationship important first week making sure patient students last fall go part kind figure use classroom management kind figure things make sense,34
01_004_22c_051,5,calm everything calm brain connect area growth calm,5
01_004_22c_051,7,know calm right word give example try read talk,8
01_004_22c_051,9,ethan starts voices ethan quick question make great classroom make good space class moment want,15
01_004_22c_051,10,um kind bring conversation try engage way try make voice put little roleplay character classroom expect want feel like kind little role plays figure way build rapport try bring,28
01_004_22c_051,11,sense,1
01_004_22c_051,12,work,1
01_004_22c_051,13,part reason work focus behavior part get connect love learning great like redirect behavior connect productive way redirect behavior big question think tell contribute way respectful specific behavior short lot time time lot time behaviors lot time lot work get read example try rework way,47
01_004_22c_051,15,beginning video games video game sounds big collaborative group group instruction stop making noises,17
01_004_22c_051,17,start communicate behaviors behaviors moment specific need say move behavior,8
01_004_22c_051,18,area like helpful like reflective moment think like make respectful area confident,11
01_004_22c_051,19,model please stop video game sounds please stop video game sounds please stop whistling impersonations please stop sounds connect learning,21
01_004_22c_051,20,fine things like specific point,5
01_004_22c_051,21,specific point short succinct talk time get,6
01_004_22c_051,23,say please stop stop know sounds,7
01_004_22c_051,24,helpful thank thing watch video somebody like read book feedback helpful area goal semester improve thing like see read,16
01_004_22c_051,25,let practice look behavior add please stop,8
01_004_22c_051,27,beads please stop beads pen please stop pen succinct strenuous educators highlight focus behavior,10
01_004_22c_051,29,major let get simulation,2
01_004_22c_052,2,kind run money good,2
01_004_22c_052,3,anything like uncertain,1
01_004_22c_052,4,um sure classroom make norms want front class norms like let make little bit opportunity simulation opportunities real life make classroom environment better,22
01_004_22c_052,5,little bit students contribute thank great norm idea brain breaks students important want students norms think kind students norms time,21
01_004_22c_052,6,kind disruptive oh bring back topic kind like next thing floor open anyone,10
01_004_22c_052,7,sort conversation kind control,3
01_004_22c_052,9,next round think redirections give kind keep control keep discussion way students help create norms notes video game noises like something share kind started lasers everything think kind video game norm,26
01_004_22c_052,10,specific,1
01_004_22c_052,12,mind moment,2
01_004_22c_052,13,question kind give simple simple specific redirection say phew phew say kind get lasers towards norms,12
01_004_22c_052,14,specific norms mind think norms classroom like see something,8
01_004_22c_052,15,question important address misbehavior,4
01_004_22c_052,16,lots laser noises let save recess want see,6
01_004_22c_052,17,specific redirection like save laser noises recess kind classroom norm contribute way sort specific redirection add stop video game noises recess ask specific possible confusion,30
01_004_22c_052,19,let practice book today student class book say,10
01_004_22c_052,20,please book classroom norms recess bring book classroom norm,10
01_004_22c_052,23,great name talk make sure student name,7
01_004_22c_052,25,put book classroom norm nice classroom norm able reflect think make sure specific students want conversation way lead students ones norms run classroom important thing students come norms make sure opportunity,36
01_004_22c_052,27,questions,1
01_004_22c_052,28,think,1
01_004_22c_056,1,feel,1
01_004_22c_056,2,fall,1
01_004_22c_056,3,lot things behaviors spsusecific succinct redirections calm look frustrated students classroom environment like short redirections way redirection much learning time short specific point great feedback fix anything way kind classroom something simulation nonverbal cues students pretty say share classroom norms specific lot time short redirections voice quick point say give nonverbal cue lot great quick redirection students effective sim darth call able give redirection,62
01_004_22c_056,4,shh kind room hand kindergarteners,3
01_004_22c_056,5,classroom nonverbal cues able give student classroom neighbor hey talk color cupcakes birthday chocolate people vanilla think,16
01_004_22c_056,6,um mentor teacher start address sentence sort class feels focus like interrupt names get little nonverbal thing,14
01_004_22c_056,7,right reading someone book class continue give short specific redirection,10
01_004_22c_056,8,name look something,1
01_004_22c_056,9,put great specific look student,5
01_004_22c_056,11,specific behavior great job though great like put give great specific pretty succinct redirection next round sim think give specific succint ones nonverbal address possible first round,23
01_004_22c_056,12,freeze hear,1
01_004_22c_056,13,sorry connection unstable second sorry,4
01_004_22c_056,14,good good next round,4
01_004_22c_063,1,right think,3
01_004_22c_063,2,simulation times particular disruptive one lot disruptive past kind kind shut misbehavior beginning oh please stop want keep single want stop stop stop know address like different ways sort,27
01_004_22c_063,3,beginning quick specific succinct redirections stop words first minutes able kind control conversation ask students good job beginning similar kind end disruptive sure redirect hmm kind like different ways things good know incorporate superheroes kind kept superheroes stop,39
01_004_22c_063,5,kind seem repetitive simple specific redirection leave room confusion say stop superheroes add something lines superheroes recess talk something seem stop stop stop stop important specific stop clear impersonations end respectful towards others give clear direction stop agency know respectful disrespectful energy else little bit specific clear student,48
01_004_22c_063,6,please stop impersonations opinions respectful continue,4
01_004_22c_063,7,go sugar stop stop option way stop impersonations stop conversation things give students kind non verbal cues stops hands mouths something vary stop direct point student book say,27
01_004_22c_063,8,good please put book,2
01_004_22c_063,9,yep say put please put book thing keep mind kind steer clear question kind stay statement room keep reading things student um birthday weekend vanilla chocolate cupcake sure everyone,21
01_004_22c_063,10,um please please stop side conversation sign,3
01_004_22c_063,11,pleases stop stop birthday give norm way able redirect worried variations things need specific succinct possible next round simulation encounter behaviors think continuously provide specific sustained redirection seem repetitive cool right,25
01_004_22c_067,1,twice row days time coaching talk experience something,4
01_004_22c_067,2,good job topic,4
01_004_22c_067,3,redirection return norms tell important,4
01_004_22c_067,5,great conversation,2
01_004_22c_067,7,thing work little bit specific pronouns lot time give redirection students say sit go keep thing example body say ethan precise,23
01_004_22c_067,8,um sort direct like body make direct,7
01_004_22c_067,9,body please stop dancing please stop allow quick move much,5
01_004_22c_067,11,let retry drumming example scenario think say loop try specific possible,12
01_004_22c_067,13,say excited,2
01_004_22c_067,14,think say drumming first part say loop drumming whistling use separate time,9
01_004_22c_067,15,shorten cut time direction say something please drum recess,6
01_004_22c_067,17,way move good job go norms get little bit,8
01_004_22c_067,19,let try,3
01_004_22c_067,20,hold whistling whistle recess,4
01_004_22c_067,21,great bring discussion,3
01_004_22c_067,22,say think ideas add class norm discussion,8
01_004_22c_067,23,move worry go sit corner need go take brain break hall something keep pace specific second person large way opportunity try questions want practice helpful,13
01_004_22c_067,24,um know know amount things helpful think language things school work like dependent depends kid like remember different,16
01_004_22c_067,25,sure skill skill universal single student,5
01_004_22c_067,27,think strategy tool belt panacea classroom management,6
01_004_22c_067,28,good,1
01_004_22c_070,1,right participant feel classroom simulation,6
01_004_22c_070,2,last time face find um say type situation similar student classroom lot different things students brains,16
01_004_22c_070,3,let think good repore teacher super angry make sure students behavior acceptable make sure sometimes specific redirection look kind behaviors sorry find um impersonation turn talk let give chance kind focus specific redirection focus specific redirection student tell stop example something stop like classroom norms way provide specific redirection leave room confusion like subtle cues like let talk think like stop noises focus see difference specific redirect little bit clearer student,83
01_004_22c_070,4,see anything wrong stuff realize noises whatever everybody,5
01_004_22c_070,5,students defiant behaviors specific redirection focus everyone cannot right good point way specific redirection able spend time discussion actual class teacher redirect um wait till ready thank wait time short narrow ask,33
01_004_22c_070,6,clasp hands put desk,2
01_004_22c_070,7,clasp hands way put desk stop drumming way say clasp hands specific direction drum hands student classroom attention classroom attention classroom norms book say,26
01_004_22c_070,8,close book put desk,3
01_004_22c_070,9,book desk bring students norm contribute something way couple times ready pull give specific redirection stop hands kind stop positive way clasp hands put book short specific redirections help kind keep task make clear student little cues recognize anything wrong questions,40
01_004_22c_070,11,ready second round thank um helpful tip school next round,9
01_004_22c_072,1,feel,1
01_004_22c_072,2,good today class mine tolerance like high today know previous times reactivity know,9
01_004_22c_072,3,moments moments like think horrible thing warn moment whistle think whistle today good stop whistling stop listening specific great job work things first feel feel someone close mouth,25
01_004_22c_072,4,way like kind hard make logical conclusion,8
01_004_22c_072,5,way mouth abrupt like bring bring light say use mouth something use stop make gentle say please stop whistling talk work work good make whistle whistle stop first sentences nice necessary shorten make succinct share redirection move say please stop whistling video games stop video games video games ethan voices please stop sounds key please blank questions,54
01_004_22c_072,6,helpful thank,2
01_004_22c_072,7,worries practice share behaviors use frame please stop blank help redirect challenging part behavior behavior sentence ready look airplane,17
01_004_22c_072,8,please stop necklace,1
01_004_22c_072,9,watch,0
01_004_22c_072,10,keep hands,1
01_004_22c_072,11,hands pen pen,3
01_004_22c_072,12,put pencil let stop hitting,4
01_004_22c_072,13,text message,3
01_004_22c_072,14,time phones,1
01_004_22c_072,15,please phone please pen please stop beads purpose like shorten redirection get learning redirection get learning questions next simulation practice,14
01_004_22c_074,1,right feel simulation,5
01_004_22c_074,2,good difficult kid topic conversation important kind use non example aggressive,10
01_004_22c_074,3,behavior super important use non example everything behavior particular maybe little bit frustrating,14
01_004_22c_074,4,noise making listen reasoning,3
01_004_22c_074,5,let let think noises let think whistling show respectful behavior think noises mouth respectful listen think stop,19
01_004_22c_074,6,people know kid like something increase focus kind prohibit people like kids kids like kids tell kind hear keep hard whistle listen,18
01_004_22c_074,7,good point others thing time know students simulation think kind non example make sure non example specific sure whistle listen time use positive narration make sure make sure respectful make specific appropriate,36
01_004_22c_074,8,whistling respectful behavior stop,5
01_004_22c_074,11,simple stop respectful couple times bring conversation super give redirection respectful stop norm couple times bring students great give specific direction go student focus way time book say,32
01_004_22c_074,12,please put book respectful behavior classmates teacher,5
01_004_22c_074,13,thing change though pose question say put book,7
01_004_22c_074,14,lot many times school put like,5
01_004_22c_074,15,something kind continue sure tell non example say specific example check timer whole minute specific redirection statement name make sure student's name time nail polish nail polish name ask question good job stop super specific redirection next round name behavior stop way student confusion,45
01_004_22c_074,16,sounds good,3
01_004_22c_074,17,questions,1
01_004_22c_075,2,hello,0
01_004_22c_075,3,go feel,1
01_004_22c_075,5,make react way,2
01_004_22c_075,6,mhm,1
01_004_22c_075,7,something connect bring norms calm entire time great job work today statements specific students behaviors stop start till good let start something rework try figure make redirection ideas important show time save whistling little bit take statement get short specific,36
01_004_22c_075,8,quiet stop whistling ask question question like something,10
01_004_22c_075,9,let get stop behavior ask question ask stop behavior short specific way behaviors,18
01_004_22c_075,10,sure,1
01_004_22c_075,11,worries model reaction whistling please stop noises superheroes please stop superheroes learning,12
01_004_22c_075,13,let practice show behaviors look identify behavior say ethan please stop blank _____,15
01_004_22c_075,17,alright airplane,1
01_004_22c_075,18,please stop playing beads,2
01_004_22c_075,19,right watch,1
01_004_22c_075,20,please play pen,2
01_004_22c_075,21,text message,3
01_004_22c_075,22,please put phone,1
01_004_22c_075,23,get please good need continue practice simulation job behavior specific stop continue next simulation,12
01_004_22c_075,25,questions next simulation,2
01_004_22c_075,27,right let,3
01_004_22c_079,1,right,1
01_004_22c_079,2,mhm,1
01_004_22c_079,3,thing want note real quick volume little bit,10
01_004_22c_079,7,want lips audio irrelevant rest know issue,3
01_004_22c_079,8,know different avatars actual kids human kind thing,7
01_004_22c_079,9,instances students subtle cues,2
01_004_22c_079,11,simulation thing calm thing great students lead norms conversation norms great students buy classroom simulation pull conversation norms things lot children pick cue become involved students act way students act sim think give specific redirection contribute norms discussion students avatar pick cues engage class discussion stop think way give sort specific redirection misbehavior classroom norm contribute nope,59
01_004_22c_079,13,pull conversation,2
01_004_22c_079,14,classroom like call student woah,4
01_004_22c_079,15,positive narration skill like positive narration work kind like subtle cues need give student specific redirection subtle cues student things disruptive redirect specific redirection room confusion hey contribute classroom norm way specific redirection stop front whole class anything conversation understand help avatar student real student,43
01_004_22c_079,17,explicit redirection beginning distraction others hear others quiet quieter whistling stop quiet hear quiet right,13
01_004_22c_079,19,situation distraction give little bit specific redirection,9
01_004_22c_079,20,hey stop different certain aspects male teacher deeper voice kids listen hear stop something,10
01_004_22c_079,21,quick hey stop whistling classroom norm able share something different dynamic male male voice elementary classroom lot males different dynamics play need stop,19
01_004_22c_079,23,student book say,5
01_004_22c_079,25,attention,1
01_004_22c_079,26,say read glad interested say,6
01_004_22c_079,27,book,1
01_004_22c_079,28,call call name say asked see see cuz kids things attention things fidget things different dynamic things account,8
01_004_22c_079,29,say name put book put address book right make sure behavior next round remember avatars students elementary school pick subtle cues elementary school sure think give specific redirections,26
01_004_22c_083,1,feel,1
01_004_22c_083,2,funny parts fine,2
01_004_22c_083,3,kind behaviors trust good job,5
01_004_22c_083,4,thank,1
01_004_22c_083,5,like calm points work today practice ways specific behaviors students stop first give example think specific particular behavior video games let quiet pay attention please keep noises specific much shorter redirection,30
01_004_22c_083,6,stop class,2
01_004_22c_083,7,nicer let try make make nicer,5
01_004_22c_083,8,let save noises recess,4
01_004_22c_083,9,compare please stop making noises stop making noises let say say noises let save recess important stop noises like identify noises problem let keep quiet tone stop behavior course say keep personal interpretation let practice behaviors practice behavior clear specific redirections catch,49
01_004_22c_083,10,please stop class,2
01_004_22c_083,11,write stain,1
01_004_22c_083,12,let keep pens ourself please write people,3
01_004_22c_083,13,text message,3
01_004_22c_083,14,phones class norms,2
01_004_22c_083,15,put phone please stop phone good job specific pavers stop try much possible like try use specific thank let practice go simulation practice specific stop behavior students stop order get hard lesson try keep redirections short specific questions next circuit round,41
01_004_22c_090,1,feel,1
01_004_22c_090,2,simulation prepared time,3
01_004_22c_090,3,good shock shock people,2
01_004_22c_090,4,last time,1
01_004_22c_090,5,sense compliment tone presence consistent whole time present stay consistent whole time good make sure students behaviors work today work say students behaviors important say say specific possible move get give specific redirection behaviors example whistling specific redirection tell someone stop way tell student whistling words possible,46
01_004_22c_090,6,stop whistling,3
01_004_22c_090,7,stop whistling right like big statements teacher respectful talk peers end exhausted response way sure energy long statement specific behaviors please whistling please stop drumming work let practice student behaviors various short specific way tell please stop identify behavior ask please stop way,44
01_004_22c_090,8,stop playing beads throw pencils,2
01_004_22c_090,9,sorry end scene,3
01_004_22c_090,10,much possible please stop pencils stop playing beads purpose able redirect students use much energy talk time respectful students possible calm students possible try second simulation,23
01_004_22c_091,1,right feel classroom norm settings,7
01_004_22c_091,2,simulation go last time classroom norms classroom behavior expectations internships positive reinforcement students correct thing rewards cold necessary,15
01_004_22c_091,3,lot norms great class serve real classroom establish norms students positive narration great skill use certain behaviors students positive narrations way narrations way,19
01_004_22c_091,4,classroom simulation stop,4
01_004_22c_091,5,let let think like cold call little bit cold call students conversation cold,12
01_004_22c_091,6,example think spot answer question student,8
01_004_22c_091,7,great way bring redirect students stop sense use something ethan video game noises example pick positive narration think prior little bit explicit stop,24
01_004_22c_091,8,quiet classroom norms,4
01_004_22c_091,9,say phrase statement question take please stop noises classroom norms think classroom norm feel pull need address misbehavior sometimes students grades recognize problem others think humming fine video game noises listen time recognize disrespectful best support establish classroom norm quiet classroom kind keeps else give specific redirection situation,45
01_004_22c_091,10,noise silent classroom,3
01_004_22c_091,11,say lot noise right quiet classroom kind see respectful peers way appropriate positive narration questioning strategy see lot classroom like behavior student book book class say,23
01_004_22c_091,12,please put book,1
01_004_22c_091,13,put book math teacher students love pull books read math work need say please put book time next round think address misbehavior kind like head specific direction stop see round righty,29
02_004_12c_001,1,coaching sorry dog something next growling voice think,4
02_004_12c_001,2,good get questions,2
02_004_12c_001,3,something strong unsure,1
02_004_12c_001,4,good questions lot coaching like ask question response,9
02_004_12c_001,5,sorry let let think pause sorry good,9
02_004_12c_001,6,dog,0
02_004_12c_001,7,lot follow questions highlight interaction jasmine beginning text evidence explain heart relates nervousness kind things answer text question strong example parts questions students,24
02_004_12c_001,8,question students response kind like find way connect answer answer little boy's name get connect feeling like excitedness nervousness way understand word nervous,21
02_004_12c_001,9,way strengthen tie text make sure text base time student claim answer make sure students text evidence provide text evidence kind nervous way good make sure text specific part text help clarify nervous excited,45
02_004_12c_001,10,let see paragraph heart rate hands clammy sweat,9
02_004_12c_001,11,paragraph strong example little bit heart's pounding paragraph provide good examples feeling nervousness lie detector results ask feeling point paragraph nervous excited think nervous way kind text scaffold understanding right direction little bit question number ava paragraph text ask students reading way readers thinkers voice practice practice real quick student calm say,65
02_004_12c_001,12,think calm,3
02_004_12c_001,13,paragraph relaxed relaxed calm couch watching tv,6
02_004_12c_001,14,calm good feeling read paragraph see,6
02_004_12c_001,15,time read yep good make sure student evidence suggest question look read something second round simulation think responses continue make focused text,23
02_004_12c_001,16,hard like way way answers sometimes hard dismiss wrong,7
02_004_12c_001,17,natural want say wrong next question let see lie detector way student clarify misunderstanding right turn dog good fingers,18
02_004_12c_003,1,turn camera leave timer think,6
02_004_12c_003,2,good conversation class hard familiar copy exemplars everything actual classroom question make sure paragraph paragraph actual classroom question wrap little get little bit little time,23
02_004_12c_003,3,agree help get little bit think responses think reframe questions students thinking find evidence question like let start paragraph hand think good job go text evidence important text evidence important,35
02_004_12c_003,4,make inference thing opportunity explain kids lot use something text make inference pull thin air author figure,16
02_004_12c_003,5,text help students dots make inferences clammy hands students make connections let think student responded oh see want excite want want students think appropriate answer,27
02_004_12c_003,6,classroom base want shut answer kind subtler way,7
02_004_12c_003,7,text evidence text excited refer section say something paragraph paragraph go ask student read answer help shift best answer nervous answer make sense answer answer question student calm say student,40
02_004_12c_003,8,say point somewhere text calm lie detector test,11
02_004_12c_003,9,great say right calm look text say paragraph relaxed relaxed calm,17
02_004_12c_003,10,say reason relaxed,3
02_004_12c_003,11,next sentence falsified lie detector results lie detectors,7
02_004_12c_003,12,lie detector results nervous,6
02_004_12c_003,13,last seconds way ask questions student put fact calm lie detector results nervous paragraph students answer continue probe questions help make connections ask think calm nervous see continued questions help students slow feel little bit slow power students thinking second round think students validation incorrect answers questions help students thinking right turn camera,64
02_004_12c_008,1,think simulation,2
02_004_12c_008,2,eh fine last question little wordy real life,6
02_004_12c_008,3,strengths point area work,4
02_004_12c_008,4,sounds good,3
02_004_12c_008,5,thing way kind forth students quick respond quick respond opinions interesting way students questions others text evidence super important text students provide text evidence thing help like students misunderstandings sort go ask questions thought feelings nervous sure clear response students make sure students feedback misunderstanding scaffolded questions sorry concentrate,58
02_004_12c_008,6,fine,1
02_004_12c_008,7,remove squeaky toy dog give squeaker,0
02_004_12c_008,8,dog's heart,1
02_004_12c_008,9,get minute right resume ask scaffolded questions kind help guide students right answers kind see exciting place,14
02_004_12c_008,11,lie detector results question situation,7
02_004_12c_008,12,lie detector results,5
02_004_12c_008,13,point end like great claims great pieces evidence great question,9
02_004_12c_008,14,point right,3
02_004_12c_008,15,say claim evidence claim let think question let think paragraph hands clammy heart see like different part text recognize best option,24
02_004_12c_008,17,feel kind mean uncomfortable want like push students tell right see best answer,12
02_004_12c_008,18,mmhm,1
02_004_12c_008,19,scenario like say pieces text claims different pieces evidence kind pivot recognize best answer nervous,14
02_004_12c_008,20,gotcha alright key story whole whole story right idea happen right,8
02_004_12c_008,22,idea context something happen cannot happy day plot thicken,5
02_004_12c_008,23,kind story whole kind first paragraph cool evidence lie detector results way kind use text give help revise tell great tell wrong power fix misunderstanding,28
02_004_12c_008,24,right,1
02_004_12c_008,25,question like student thinker student student intern end simulation student see little bit discussion pretty short,19
02_004_12c_008,26,mmhm think explicit lie detector results key hinge story vehicle suspense right idea something eye way point right paragraph paragraph,19
02_004_12c_008,28,bring conversation,3
02_004_12c_008,29,somebody let go read paragraph intern tell great energy discussions ask lot questions students thinkers second round simulation start question think kind scaffold questions help students revise thinking text,37
02_004_12c_008,30,sounds good,3
02_004_12c_008,31,rowdy,0
02_004_12c_008,32,fine worries,2
02_004_12c_0086,1,think,1
02_004_12c_0086,2,sure refer text conversation lot details talk text everyone see front concepts quicker concise reading overall,8
02_004_12c_0086,3,agree things text conversation bit text evidence something students provide good thing give kind work student something correct answer help figure right answer great like right move say wrong answer help give strategies way leave students question way figure right answer get realize,46
02_004_12c_0086,4,different perspective somebody different meaning words first definition sense way marble floors bad thing people different opinion kind level concepts tone,14
02_004_12c_0086,6,meaning,0
02_004_12c_0086,7,idea cool company think cool company someone work let think feeling lie detector results suggest paragraph point student right direction give opportunity read ethan read heart hands clammy say think excited something kind points text evidence right text evidence say hey check paragraph read excited give new text evidence consider revise thinking,64
02_004_12c_0086,8,great idea,2
02_004_12c_0086,9,make sure good time student hand calm ask,11
02_004_12c_0086,10,ask read paragraph paragraph later ask moment talk hands clammy heart rate feel,17
02_004_12c_0086,11,right want want say text evidence think excited think calm paragraph say something lie detector results paragraph way right direction read text make conclusions student intern question student intern say,43
02_004_12c_0086,12,ask ask student intern text student,10
02_004_12c_0086,13,good question remember first thing say though first text evidence text first line say something text think something student respond something say paragraph paragraph see next round remember ask text evidence point students right direction mistake right,42
02_004_12c_0087,1,right tonight coaching round think,6
02_004_12c_0087,2,get questions happy students bounce,3
02_004_12c_0087,3,um lot strengths students text evidence students misunderstandings kind question paragraph like right direction paragraph look paragraph think ideal feedback loop go little thing want spend question number little bit,40
02_004_12c_0087,5,iet,0
02_004_12c_0087,6,lie detector results,5
02_004_12c_0087,7,bring paragraph,2
02_004_12c_0087,8,bad,1
02_004_12c_0087,9,like,1
02_004_12c_0087,10,yes,1
02_004_12c_0087,11,point nervous heart pounding right know results talk,10
02_004_12c_0087,13,little thing work tonight feedback loop response make sure quality feedback students ideal answer student,19
02_004_12c_0087,14,inference inference guess like reasonable text evidence,7
02_004_12c_0087,16,claim evidence,3
02_004_12c_0087,17,claim evidence third kind piece warrant evidence claim,10
02_004_12c_0087,18,reasoning,0
02_004_12c_0087,19,example nervous paragraph heart heart nervous way pieces way appropriate claim evidence think pieces point students see,20
02_004_12c_0087,21,say paragraph heart nervous heart's pounding kind give quality feedback make everybody everything,17
02_004_12c_0087,22,um talk question text evidence evidence answer right pick random sentence explain,16
02_004_12c_0087,23,perfect students kind let everyone know let everyone know time answer questions look things question spy company spy company dollar company companies get learn company say response,25
02_004_12c_0087,24,say glad guess spy life secret thing dollar company lot money right lot people real life company example real world text something real world real world people real world story,26
02_004_12c_0087,25,feedback time students aloud students help put pieces quality answer second round think students things provide high quality feedback everyone see first question sure paragraph questioning par ready ready,25
02_004_12c_0087,26,ready,1
02_004_12c_013,1,first say sound super nervous beginning know anything good good work anything thing sure text evidence students time text text good way part foundation response anything kind sure,27
02_004_12c_013,2,know kind enough know move something know discussion keep different perspectives know kind,9
02_004_12c_013,3,challenging thing teacher first place sort idea go sort kind figure move thing appropriate spots part little bit discussion student forth make sure right answer super clear first question heart pounding sure ask questions correct misunderstanding strong sure move question,39
02_004_12c_013,5,unsure say,1
02_004_12c_013,6,names,0
02_004_12c_013,7,one new student intern,5
02_004_12c_013,8,cuz know top head remember place fact kind redirect like line,9
02_004_12c_013,9,um say feel time go look reading paragraph,7
02_004_12c_013,10,able tell good,4
02_004_12c_013,11,um paragraph student,4
02_004_12c_013,12,paragraph read line know cover student intern lie super blatant right,15
02_004_12c_013,13,read,1
02_004_12c_013,14,look see,1
02_004_12c_013,15,yep appropriate move math math reading take moment read line intern cover lie right place look place redirect equation physics reading passage direction look power thinking,22
02_004_12c_013,17,student question number calm respond,7
02_004_12c_013,18,ask text evidence way,6
02_004_12c_013,19,perfect first step say paragraph relaxed relaxed calm,10
02_004_12c_013,20,think context number er paragraph number,5
02_004_12c_013,21,twenty,0
02_004_12c_013,22,twenty look look seem paragraph,4
02_004_12c_013,23,able revise awesome wrap coaching next round little bit make sure ask text evidence help redirect students questions loop help guide put power thinking alrighty,30
02_004_12c_013,24,last,0
02_004_12c_013,25,good alright,2
02_004_12c_017,1,feel go,1
02_004_12c_017,2,lot comfortable previous simulations,3
02_004_12c_017,3,bet inaudible start positives something great tone students great inaudible follow question strong something text something focus area growth strong aspects conversation important pull students provide text evidence,24
02_004_12c_017,4,way supportive evidence idea head text something,5
02_004_12c_017,5,much possible pull text evidence reason students text evidence important text evidence understand student idea excited wrong answer tell text understand student attention text,30
02_004_12c_017,6,mmhm,1
02_004_12c_017,7,model respond student answer text evidence drop chat jasmine nervous response text evidence tell text evidence tell say job tell text tell text answer text evidence important,43
02_004_12c_017,9,think,1
02_004_12c_017,10,matter answer right wrong help solidify processing text get able make statement something make statement,13
02_004_12c_017,11,let practice let try teacher student answer text evidence,15
02_004_12c_017,13,question ask likely feeling lie detector results respond student,15
02_004_12c_017,14,lie detector results,5
02_004_12c_017,15,nervous,1
02_004_12c_017,16,let think nervous tell text,8
02_004_12c_017,17,paragraph twenty heart chest,5
02_004_12c_017,18,heart chest mean body,5
02_004_12c_017,19,think nervous heart body heart pounding,9
02_004_12c_017,20,alright,1
02_004_12c_017,21,great job slid text bet thing session know know think generics know evidence text know,16
02_004_12c_017,22,science,1
02_004_12c_017,23,evidence text know try time try simulation,12
02_004_12c_017,25,questions second simulation,4
02_004_12c_017,26,nope,0
02_004_12c_017,27,ready get started let know start scenario,6
02_004_12c_021,1,right feel,3
02_004_12c_021,3,say think,3
02_004_12c_021,4,get last question gotten related things like prove point,4
02_004_12c_021,5,let talk pin talk good tone great students point say teach say good job students answer wrong direct text help,26
02_004_12c_021,7,great thing familiar texts guide students texts work step students texts tell look work students give textual evidence find text think important students probe give textual evidence word answer claim response,37
02_004_12c_021,8,like understand text dissect understand,4
02_004_12c_021,9,key part point skills,3
02_004_12c_021,11,give example respond student claim short answer textual evidence nervous thank text evidence evidence text tell different little bit different common time think right answer think text evidence nuance nuance response textual evidence guide probe give textual evidence evidence texts think right answer probe textual evidence wrong answer probe textual evidence go make sure students see thinking text,74
02_004_12c_021,13,let practice teacher ask likely feeling lie detector results give response,18
02_004_12c_021,14,likely feel lie detector results,9
02_004_12c_021,15,nervous,1
02_004_12c_021,16,nervous great point text let look words pull explain,12
02_004_12c_021,17,say texual evidence let try text,6
02_004_12c_021,18,teachers split class rough one worries,3
02_004_12c_021,19,solid write chat go visual reminder let go,3
02_004_12c_021,20,wait ask question likely feel lie detector results,14
02_004_12c_021,21,nervous,1
02_004_12c_021,22,great response,2
02_004_12c_021,23,tell text answer,5
02_004_12c_021,24,paragraph heart chest think nervous,8
02_004_12c_021,25,great point,2
02_004_12c_021,26,alright great job time practice kids response text evidence give textual evidence wrong answer probe get textual evidence practice,25
02_004_12c_021,27,end simulation,3
02_004_12c_023,1,think,1
02_004_12c_023,2,terrible,0
02_004_12c_023,3,think terrible thing student something incorrect great sure student understand appropriate answer tricky want shoot discourage ask student text students questions want want include response,27
02_004_12c_023,4,kind depends text evidence say right give direct quote reread least reading something kind kind brought much kind like theory,16
02_004_12c_023,5,work coaching help students respond first time ask single time right wrong text ask reporter point text evidence make sure students right wrong ask text evidence text way point tell text answer wrong oh text let look paragraph whatever way find text figure answer let practice question nervous hand calm say think calm paragraph relaxed relaxed calm calm,82
02_004_12c_023,6,fair point relaxed calm lot different situations text worried little bit nervous records true,14
02_004_12c_023,7,like heart,2
