,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
happening,0.06782978,-0.026349854,-0.029780956,0.10025494,0.09804611,-0.041401684,0.030360552,0.17770718,-0.047938086,0.01700131,-0.08505217,-0.038848948,0.02214345,0.06982509,-0.039682265,0.007654572,-0.01721052,-0.017335413,-0.024198243,-0.12846267,0.05258826,-0.088483185,0.016400302,-0.0043474967,0.018413033,-0.014986415,0.055687185,-0.058160033,-0.090535656,0.085538454,0.09794111,0.06998278,0.015806187,0.0068959203,-0.04329683,0.078040615,0.068697326,-0.07479008,-0.07602825,-0.042541597,-0.09258675,-0.007913004,-0.05277552,-0.011933419,0.084623165,-0.030873891,0.04098894,-0.07903675,0.058130864,0.03491853,0.062004283,-0.04664524,-0.07619907,-0.00013828874,0.102786176,-0.019990662,-0.04875236,-0.055464257,-0.0705201,0.013593838,-0.012663178,0.016449697,-0.013620794,-0.07999224,-0.1612633,-0.016412273,0.0032965487,0.13646418,-0.1079925,0.14706679,-0.005819788,-0.012655585,0.08426328,-0.023634275,0.037576225,0.03489787,0.089929156,-0.083288945,-0.10958678,0.012193699,-0.010735927,-0.08252032,-0.11013193,0.1527368,-0.13795419,0.0077728317,-0.027451204,0.09035146,0.056399815,-0.056410186,0.10541637,0.08748428,0.019392628,0.08975535,0.10951976,0.07594975,0.070099,-0.005756954,0.02062291,0.041758128,-0.04843299,0.13885625,0.054789454,-0.08526533,-0.07439158,-0.09432025,0.04726762,0.118495844,-0.08503615,-0.06756949,-0.027161986,-0.1093468,-0.020838184,-0.054521456,0.030110918,-0.09222627,0.032349456,-0.1571415,-0.0070153573,-0.10220423,-0.0051059644,0.12931205,0.06211421,-0.07455547,-0.034363467,0.057995953,-0.088106066,-0.055898517,-0.04179115,-0.044029366,0.05434436,0.028408498,-0.04522738,-0.0753707,0.018247684,0.13836244,-0.044937428,-0.06194101,-0.023812545,-0.10447352,0.093884915,-0.14021993,-0.038294967,0.021095492,0.0012305509,-0.04647099,-0.017055599,0.058031622,-0.005325976,-0.0035228704,0.045313586,-0.091204494,0.051203135,0.039424203,-0.17600863,0.085274324,0.092243396,0.03923218,-0.04080387,0.08651074,0.016029125,0.06533302,0.052477736,-0.074362926,0.009195142,0.092687264,0.076195106,-0.040734082,-0.07267064,0.033309754,-0.109587505,0.026593657,0.020320928,-0.047904983,0.07791526,0.031661537,-0.1475583,0.049244985,-0.007857917,0.106000304,-0.002265075,0.034878522,-0.044032287,0.009111272,0.05061262,0.07846848,-0.029221365,0.07263029,0.1425537,0.013234043,0.06522087,0.035158165,-0.06474631,-0.056753106,0.022439588,-0.019064317,0.08572729,-0.09217303,0.004224347,-0.11392119
tried,0.07428708,-0.02678216,-0.031187562,0.10302689,0.09701357,-0.041353133,0.03600122,0.1777862,-0.04973857,0.014028815,-0.08113954,-0.03924369,0.024381058,0.073930144,-0.039241914,0.007139159,-0.011897026,-0.013221263,-0.01697532,-0.1324884,0.04870452,-0.08404496,0.022067802,0.0008426658,0.018513823,-0.011019255,0.054447394,-0.06276687,-0.08593269,0.0842584,0.10302259,0.07061208,0.020492902,0.00748861,-0.03874198,0.07523488,0.066666745,-0.078965195,-0.08063287,-0.044635635,-0.09634484,-0.0034869912,-0.05335136,-0.009651557,0.08835446,-0.029918265,0.036093477,-0.081722826,0.059005745,0.034624644,0.054360386,-0.04382365,-0.07006334,0.0034221173,0.09953628,-0.02078145,-0.04609941,-0.061413065,-0.076691486,0.014112498,-0.0076602823,0.015232397,-0.01278655,-0.07391482,-0.16881289,-0.019948874,0.0036697057,0.13465303,-0.1085492,0.14706124,-0.002258794,-0.011407177,0.084411964,-0.02611987,0.038920246,0.032489818,0.093801156,-0.07700692,-0.11122536,0.008854814,-0.011097844,-0.0819098,-0.10957489,0.14747746,-0.14155103,0.0116488775,-0.02392025,0.08962514,0.056588925,-0.056323413,0.10462871,0.08781164,0.02521814,0.0875718,0.10959126,0.071420565,0.06469433,-0.009735293,0.024932256,0.042316012,-0.04954463,0.13887358,0.054366536,-0.08639874,-0.07349216,-0.093146436,0.047360055,0.12365334,-0.088745266,-0.06988431,-0.0282629,-0.110225,-0.02366525,-0.056368567,0.034028437,-0.09215149,0.03316341,-0.15894441,-0.0024133746,-0.10326781,-0.00038577002,0.12980752,0.06459154,-0.08066018,-0.034165196,0.05647218,-0.08543087,-0.061850857,-0.042416245,-0.04281636,0.056660593,0.03171246,-0.047042124,-0.07667559,0.023570333,0.13487083,-0.04468582,-0.06063803,-0.02830884,-0.113275245,0.09777616,-0.14226584,-0.03937542,0.013546441,0.0032106724,-0.04355288,-0.01636779,0.0548524,-0.004640884,-0.006085156,0.04710692,-0.088696934,0.053874303,0.03963661,-0.16909976,0.08664711,0.093056716,0.04182373,-0.038367424,0.084490046,0.017536767,0.062315285,0.046913594,-0.06882944,0.0066917865,0.09737604,0.076096244,-0.040304877,-0.07000625,0.029726326,-0.1075447,0.024700245,0.015547443,-0.04918388,0.07599876,0.026568705,-0.14635134,0.050813578,-0.0051380573,0.10365513,0.0027940832,0.039783563,-0.04463152,0.0076107937,0.051010605,0.074448176,-0.02927808,0.06993056,0.13741036,0.014337187,0.06611954,0.032901835,-0.061118044,-0.05899658,0.024722703,-0.019301085,0.08282814,-0.09005486,-0.0012172094,-0.11195764
three,0.07444347,-0.029528782,-0.03147904,0.105153285,0.09650188,-0.044402484,0.032604054,0.18009475,-0.046975844,0.012129659,-0.0875818,-0.039383695,0.021064973,0.07130835,-0.040528413,0.0042709643,-0.014720327,-0.013138668,-0.02296438,-0.13233824,0.053643018,-0.08459062,0.016453717,-0.00045491013,0.018098442,-0.010546078,0.053872902,-0.061718818,-0.090474516,0.08008392,0.10337856,0.06695464,0.019984186,0.0019514713,-0.04253973,0.07435291,0.06602692,-0.07606719,-0.07790037,-0.03949363,-0.08977764,-0.0015541622,-0.05816467,-0.00834264,0.09120369,-0.034410253,0.038684208,-0.07873867,0.05824327,0.037563015,0.05459202,-0.04448884,-0.0771724,-0.0014748932,0.103601806,-0.023902357,-0.049450003,-0.060512125,-0.069780596,0.013375104,-0.006235293,0.015068122,-0.016489327,-0.07384512,-0.16654587,-0.015296275,0.004916329,0.13557857,-0.10410491,0.14494105,-0.0045626904,-0.017174628,0.08339507,-0.030837774,0.036411423,0.03648058,0.09139668,-0.08344296,-0.10693242,0.00440097,-0.010042963,-0.08870343,-0.11259082,0.1514616,-0.13451974,0.0065366295,-0.02569533,0.08998374,0.05582304,-0.060358692,0.106246054,0.08689665,0.018856071,0.08768088,0.110631034,0.07347006,0.061195254,-0.008682201,0.019163953,0.04412812,-0.041345038,0.14084154,0.05787986,-0.08716786,-0.07153268,-0.0933886,0.04558946,0.12151261,-0.08663804,-0.062460456,-0.033725876,-0.112280816,-0.021552091,-0.054249797,0.03304617,-0.096586086,0.03134761,-0.1535196,-0.0009898379,-0.105274685,-0.003124371,0.13093483,0.062043674,-0.075204425,-0.030644352,0.051834423,-0.08604779,-0.06598149,-0.040204067,-0.04317575,0.05552466,0.031841997,-0.041500714,-0.07525844,0.020524463,0.13913172,-0.050337758,-0.06334368,-0.028390488,-0.106299914,0.102708496,-0.14319722,-0.0328337,0.021616846,-0.0013813052,-0.039248794,-0.014274073,0.050511338,-0.01009456,-0.0019359357,0.047173705,-0.08959868,0.051909413,0.039812062,-0.1697708,0.085139856,0.09607224,0.03403709,-0.041379172,0.087438054,0.016292747,0.0658745,0.054678086,-0.07366572,0.008707324,0.09811959,0.075212196,-0.042591367,-0.074213386,0.03315981,-0.11314259,0.028741518,0.016020782,-0.045501236,0.07090047,0.028759144,-0.14134045,0.05079277,-0.0049189334,0.10258579,-0.0007500503,0.03235512,-0.04148676,0.0022957206,0.051965073,0.080622815,-0.026009737,0.069308914,0.13864641,0.011430099,0.06595158,0.03952275,-0.064843126,-0.05544604,0.022486113,-0.018395808,0.08351509,-0.0852566,-0.0034064068,-0.11303328
cool,0.06977017,-0.024888698,-0.028649857,0.10424656,0.09190322,-0.04377913,0.028798388,0.17421138,-0.041612074,0.018841341,-0.08860055,-0.043732714,0.017068522,0.067790166,-0.03902325,0.0038126595,-0.010958752,-0.021010995,-0.020856487,-0.12822472,0.0522773,-0.09110139,0.014292198,-0.0048151673,0.012266331,-0.01218583,0.054309886,-0.062392797,-0.09203684,0.08041951,0.099587984,0.06988001,0.011835555,0.0050226827,-0.04091012,0.081557564,0.07056056,-0.075602695,-0.08223368,-0.032365438,-0.0924694,-0.0035067217,-0.0549039,-0.008689462,0.08683144,-0.036504142,0.03741701,-0.07895834,0.05657205,0.030928751,0.06356031,-0.042922407,-0.077401996,0.0023193741,0.10098462,-0.021867186,-0.046417426,-0.05436023,-0.07343936,0.014742177,-0.0028458699,0.02089979,-0.01883308,-0.07554233,-0.16158438,-0.021642819,-0.0012627451,0.13959718,-0.1017649,0.14826466,-0.010021378,-0.01736889,0.082908906,-0.026540045,0.038503613,0.03353183,0.08732068,-0.0825104,-0.107246734,0.006280703,-0.009572764,-0.08712037,-0.11299616,0.15253943,-0.1326233,0.006291644,-0.026583811,0.08770276,0.0599805,-0.061725233,0.10752574,0.089546874,0.023236131,0.0926734,0.10334821,0.07117851,0.06473669,0.0006910526,0.02036922,0.04030904,-0.03997649,0.144271,0.04969906,-0.08940995,-0.07064386,-0.09676518,0.046083093,0.12073485,-0.085012704,-0.06834331,-0.034202404,-0.11159362,-0.020819772,-0.05782843,0.031126495,-0.09368418,0.02880266,-0.15842322,-0.00019381683,-0.10674697,-0.006619883,0.13270892,0.056513768,-0.072448984,-0.03476532,0.05404789,-0.08989629,-0.0664772,-0.036301505,-0.044412468,0.052906577,0.033663917,-0.042478956,-0.07876059,0.017585246,0.14085642,-0.04606458,-0.057346307,-0.021260116,-0.10168309,0.10187206,-0.13827066,-0.03592458,0.026822008,0.0030901516,-0.044816416,-0.01399727,0.049223673,-0.009892038,-0.005517266,0.042227734,-0.09280379,0.059319258,0.03793291,-0.17439859,0.08425913,0.089439936,0.031554483,-0.036726277,0.087144196,0.014622863,0.059027165,0.054212093,-0.06900629,0.014762371,0.09734099,0.07480858,-0.045578953,-0.07243469,0.032766264,-0.11620703,0.027286852,0.018642602,-0.05132848,0.07638536,0.024785705,-0.15023181,0.05725393,-0.005448392,0.10306497,0.0040949886,0.034712527,-0.05079059,0.0018060484,0.052106872,0.079492524,-0.027531119,0.07519403,0.13493131,0.014639327,0.0640288,0.033485625,-0.06311268,-0.055041786,0.02022245,-0.01976333,0.08931758,-0.08992512,-0.0018709268,-0.10866026
ethan's,0.071686104,-0.027995035,-0.027655868,0.09815523,0.09904675,-0.043345515,0.031509236,0.17708348,-0.04802758,0.019622328,-0.08618948,-0.045909703,0.023886276,0.06396791,-0.04322723,0.0032009091,-0.014114462,-0.012499582,-0.019606782,-0.13298352,0.04605639,-0.08994619,0.02163382,-0.0029403567,0.014655382,-0.01519826,0.05412426,-0.06256741,-0.08441918,0.08309174,0.10222774,0.071667455,0.020072082,0.007530298,-0.045875005,0.07872627,0.069232844,-0.08201511,-0.082752384,-0.041754533,-0.09098092,-0.009854453,-0.052367963,-0.004900517,0.09359476,-0.0301005,0.035707537,-0.0827478,0.055969432,0.034010254,0.062234372,-0.045180485,-0.07059688,-0.0014282886,0.10299988,-0.025031647,-0.044541057,-0.06093452,-0.07022931,0.019184003,-0.013911602,0.010567328,-0.008855724,-0.07929412,-0.16066352,-0.015882926,0.0064873206,0.14129516,-0.10493408,0.14705747,-0.0066887876,-0.017035902,0.08135854,-0.025178682,0.03686,0.03382211,0.08997823,-0.08232138,-0.11198516,0.008511015,-0.012041743,-0.08906855,-0.10668928,0.15308894,-0.1363465,0.009100785,-0.027708324,0.08994019,0.060404155,-0.05720127,0.10589251,0.09090181,0.02115028,0.09377388,0.10319568,0.06965448,0.06646159,-0.0025007548,0.02304165,0.037261,-0.04726662,0.14156008,0.054831374,-0.0875266,-0.07428929,-0.09446818,0.048898272,0.119861074,-0.08239664,-0.06710959,-0.031369388,-0.10676635,-0.027556982,-0.059928503,0.02937603,-0.09850671,0.031656098,-0.15944238,-0.0020558136,-0.10770932,-0.0034124744,0.13153483,0.064470895,-0.074350834,-0.03791852,0.060379498,-0.086109065,-0.064440764,-0.03650723,-0.039486486,0.05720305,0.03386111,-0.042060427,-0.07238295,0.02254781,0.13122165,-0.051762644,-0.063152365,-0.024130663,-0.10768446,0.100562066,-0.14107068,-0.031323604,0.015170008,0.0016029743,-0.044768423,-0.01395066,0.052500583,-0.006669236,-0.008622883,0.04446238,-0.09040901,0.05702759,0.034091678,-0.17410308,0.08141942,0.091112435,0.035327412,-0.042659894,0.08340524,0.017679095,0.060665127,0.047912937,-0.07273517,0.009918489,0.09744607,0.07142787,-0.039719917,-0.06820885,0.028734824,-0.11013608,0.02772859,0.01599887,-0.048087705,0.07213556,0.032061145,-0.14271958,0.055931337,-0.005309891,0.10619649,0.0016411908,0.031739425,-0.0465658,0.0065624085,0.05111125,0.07376125,-0.031145073,0.072400905,0.13641717,0.01378743,0.059469476,0.034124408,-0.062585995,-0.05613391,0.028775567,-0.018729769,0.089793436,-0.088807575,0.002557331,-0.11089
pizmo,0.08152334,-0.019596228,-0.023922795,0.086452074,0.095332265,-0.03960798,0.025509207,0.15856786,-0.038633887,0.023637582,-0.08774029,-0.056357138,0.007631812,0.053706937,-0.051512606,0.023019232,-0.029099395,-0.0177303,-0.040854704,-0.13032703,0.053603947,-0.08448396,0.0008312405,-0.023679508,0.018862264,-0.0137535725,0.04503658,-0.04684251,-0.0874206,0.10444355,0.102311164,0.088264875,-0.0079919845,-0.0018164567,-0.06015294,0.088615365,0.075555414,-0.052423965,-0.07411997,-0.012299787,-0.08613284,0.0017562998,-0.028563702,-0.025475381,0.07896498,-0.03837444,0.07337218,-0.07985668,0.06997677,0.028610716,0.08216666,-0.026125206,-0.093266845,-0.0033311408,0.11391805,-0.019369805,-0.034793545,-0.040178925,-0.055204067,0.01966944,0.004781566,0.03798862,-0.023191573,-0.105986275,-0.14791688,-0.015264571,-0.001650023,0.1470831,-0.096440345,0.15667067,-0.0069312006,-0.02664147,0.08832563,-0.013338,0.066194795,0.014934534,0.081857845,-0.085347824,-0.09931774,0.018237358,-0.013023664,-0.09543353,-0.09849936,0.13675523,-0.13381389,-0.000751462,-0.041817784,0.07339923,0.08418327,-0.047279127,0.09997843,0.09808294,0.0096626645,0.10513359,0.085296474,0.08873816,0.07594237,0.022761315,0.0105361575,0.03815008,-0.020240644,0.15357336,0.034785997,-0.0767434,-0.075028196,-0.09168914,0.06213669,0.11342095,-0.0755475,-0.052753516,-0.032866277,-0.09161181,-0.021933693,-0.052714106,0.02996353,-0.10864837,0.027137276,-0.14199425,-0.014539246,-0.08149275,-0.018956741,0.15655525,0.07436835,-0.06253366,-0.031244352,0.05771183,-0.09867159,-0.0452216,-0.037996493,-0.032709613,0.037672684,0.018435603,-0.040563866,-0.068207555,0.00020282198,0.1377701,-0.072351076,-0.07044602,-0.017207712,-0.06964003,0.09187121,-0.12961206,-0.023324622,0.033422496,0.01942255,-0.042014733,-0.013190557,0.041240174,-0.0104186125,-0.0043117413,0.049239296,-0.090367794,0.08472443,0.022099908,-0.18546122,0.054557998,0.096883036,0.028733365,-0.046105202,0.08691016,-0.007635138,0.072464176,0.075845584,-0.0757324,0.011654179,0.100835465,0.058378365,-0.046766315,-0.065119356,0.04596718,-0.13453707,0.025749171,0.032520924,-0.046268765,0.07140949,0.032938518,-0.15504791,0.054352853,0.00026548054,0.11221859,0.0010338513,0.035476416,-0.0604782,-0.018551052,0.054314993,0.079289965,-0.04474346,0.05670971,0.12516762,0.011887363,0.06385482,0.028017446,-0.0372602,-0.03436928,0.013150429,-0.02455483,0.111582756,-0.080036774,-0.0017898737,-0.114272855
learning,0.070062265,-0.028297579,-0.025373567,0.10231477,0.10114305,-0.04448794,0.03362458,0.17171985,-0.04467371,0.01522497,-0.08362518,-0.038000263,0.024827326,0.07100434,-0.041697506,0.005761175,-0.011169005,-0.013780286,-0.02341748,-0.13357829,0.053288404,-0.08354189,0.020840077,-0.0012216779,0.017164731,-0.0152011635,0.0596616,-0.056771323,-0.086132236,0.08475681,0.10417837,0.06921296,0.02026821,0.006775327,-0.04281764,0.072625846,0.06913896,-0.0811341,-0.08070483,-0.045553666,-0.09384847,-0.010096078,-0.051916823,-0.0061575,0.08935776,-0.030911561,0.036325637,-0.08076132,0.053911038,0.03677558,0.05726435,-0.048765045,-0.076196745,0.0024106363,0.09891965,-0.020979157,-0.048816968,-0.057518255,-0.075425714,0.016934127,-0.014969482,0.010980955,-0.0058843396,-0.076030485,-0.16730864,-0.016973594,0.0023286946,0.13807216,-0.1122499,0.14904799,-0.004036578,-0.010197348,0.08058644,-0.02439833,0.03596165,0.03496635,0.09041042,-0.079100385,-0.111819655,0.012223423,-0.008324412,-0.08581531,-0.10674062,0.1521842,-0.13932417,0.008633152,-0.027752247,0.09041309,0.05714213,-0.06023141,0.10713833,0.08892922,0.020233775,0.0897106,0.108528,0.07659976,0.065855496,-0.0062653823,0.02715819,0.03500926,-0.055586785,0.13837877,0.05399892,-0.08821808,-0.073752284,-0.09321248,0.044015795,0.118620366,-0.08627984,-0.066089734,-0.025964053,-0.11031127,-0.021731326,-0.057774823,0.03574831,-0.09433311,0.027477238,-0.15778697,-0.004731596,-0.10354404,-0.00037378067,0.12933202,0.061728045,-0.074278444,-0.038148742,0.059142683,-0.086680494,-0.058366045,-0.040048216,-0.039624162,0.06035079,0.030254493,-0.04277694,-0.07641112,0.022341598,0.13215885,-0.04653991,-0.06071015,-0.02688967,-0.11260516,0.09424228,-0.14071742,-0.03259811,0.011955636,0.0017346223,-0.041517172,-0.011927536,0.057376955,-0.008059734,-0.007247642,0.04660862,-0.08655979,0.050200075,0.039369177,-0.17235655,0.0864989,0.09502145,0.038273156,-0.03526214,0.08006998,0.021670619,0.061351456,0.04699642,-0.07441138,0.0066368114,0.09196748,0.07850058,-0.042525355,-0.07132053,0.02994624,-0.10913453,0.031154644,0.01374184,-0.04707644,0.078648135,0.029867733,-0.14311168,0.049400598,-0.007961133,0.10241052,-0.0002789617,0.03791928,-0.04032449,0.00732332,0.054652657,0.075230174,-0.033103157,0.07435206,0.1427168,0.010231219,0.064408325,0.035816107,-0.06357864,-0.059102885,0.025878755,-0.018364994,0.086022645,-0.087345466,0.004514729,-0.11336698
savannah,0.07157214,-0.027282557,-0.032365076,0.10427974,0.098760724,-0.047649987,0.035832275,0.17703138,-0.04842997,0.021232914,-0.08238894,-0.039235126,0.02187903,0.06684411,-0.041164257,0.007282197,-0.016219473,-0.013724617,-0.019308994,-0.1289229,0.04858176,-0.088171765,0.019022696,-0.0010190101,0.017079584,-0.01183135,0.05825307,-0.062579766,-0.08687353,0.08545894,0.09904633,0.064774044,0.01948233,0.0059197536,-0.044183552,0.07604983,0.0686253,-0.07920997,-0.07933481,-0.04509581,-0.09515466,-0.003071752,-0.055117622,-0.007887472,0.08649548,-0.028198283,0.037954472,-0.08079807,0.058418605,0.034700546,0.054837637,-0.048369665,-0.06977541,0.003638222,0.098796286,-0.021810796,-0.048495974,-0.059031114,-0.071503565,0.014500902,-0.010809573,0.0123502035,-0.010552393,-0.074058965,-0.16230053,-0.0140372235,0.0064079417,0.13257432,-0.105645254,0.15213634,-0.004162058,-0.010874252,0.08117877,-0.02653887,0.033757232,0.035135254,0.09100158,-0.0790474,-0.10653121,0.009334915,-0.009514823,-0.087130666,-0.10827486,0.14731659,-0.13255674,0.008822359,-0.023975447,0.08733176,0.061733093,-0.056057718,0.10819183,0.091522135,0.023168625,0.08886763,0.110424414,0.06998746,0.06956069,-0.001565644,0.025687093,0.035947606,-0.050108906,0.14434789,0.056162607,-0.08684425,-0.073332444,-0.0931196,0.04683431,0.1175213,-0.08319345,-0.06584965,-0.02870888,-0.106419995,-0.024302792,-0.06235456,0.034984175,-0.098462336,0.029841516,-0.15317507,-0.0033911,-0.10466928,-0.0034364637,0.1294458,0.06470501,-0.08113174,-0.03795025,0.056383237,-0.091866106,-0.056574617,-0.041442372,-0.040367633,0.060692366,0.03672207,-0.04187275,-0.07175651,0.02382346,0.1338044,-0.04896606,-0.060833544,-0.029670022,-0.11136136,0.10103407,-0.1443917,-0.032435864,0.019131178,-0.0007501259,-0.041243933,-0.013424097,0.05745671,-0.009456448,-0.0033195547,0.048016828,-0.09067887,0.05590663,0.041607257,-0.1734375,0.08684884,0.09136049,0.040222615,-0.040366296,0.08773991,0.015069795,0.06664601,0.05048116,-0.06897888,0.007988676,0.09799393,0.07696129,-0.03672615,-0.0739848,0.030024186,-0.112409554,0.025980659,0.015207645,-0.047289677,0.07449489,0.025432356,-0.14330728,0.051070776,-0.010199991,0.10481001,-0.0005559482,0.033862524,-0.040576007,0.011669967,0.052379582,0.07536589,-0.028048974,0.07667256,0.13976493,0.013055393,0.065980285,0.037770152,-0.06687617,-0.060447022,0.024092836,-0.019803835,0.082812846,-0.089777336,0.0029142105,-0.111560486
either,0.069413505,-0.02794429,-0.030025901,0.10035674,0.09458809,-0.042396225,0.03176804,0.17319238,-0.047212362,0.01692938,-0.0847946,-0.037115753,0.02114728,0.070558295,-0.037874524,0.0066616666,-0.013890339,-0.015543182,-0.019817932,-0.13513295,0.05040861,-0.087950304,0.021785729,-0.0024083161,0.017682005,-0.015462293,0.053995673,-0.059342235,-0.08800437,0.0843376,0.1021556,0.06950181,0.020248149,0.009425587,-0.041701365,0.07649159,0.067760654,-0.07587832,-0.074929945,-0.03824857,-0.09050896,-0.0008482638,-0.053220242,-0.007498954,0.086757295,-0.032841463,0.035872635,-0.08116752,0.054792836,0.032552138,0.056648538,-0.046066348,-0.07847283,-0.0018006986,0.104712754,-0.022520296,-0.047662444,-0.05851292,-0.07160061,0.016754692,-0.009770818,0.0113895945,-0.014701697,-0.07871168,-0.16740018,-0.0148503035,0.0050478703,0.13874868,-0.10243408,0.14745182,-0.0037608421,-0.017691286,0.08003928,-0.024064846,0.03877934,0.033336475,0.09127917,-0.082857855,-0.11157419,0.010183042,-0.012362865,-0.08769538,-0.1081926,0.14952773,-0.1370661,0.0054382174,-0.030798731,0.08770005,0.05725655,-0.05670077,0.1125402,0.08436567,0.01746678,0.09223197,0.104489155,0.074195854,0.067166574,-0.0024307063,0.02071464,0.04061069,-0.042634454,0.14228822,0.05087172,-0.08414513,-0.0687917,-0.094008125,0.046352286,0.11873539,-0.08592454,-0.06836624,-0.032577172,-0.11187602,-0.025782922,-0.059336793,0.036952868,-0.09915669,0.025661176,-0.15825094,-0.005334657,-0.10562373,-0.0015135889,0.13531125,0.06577236,-0.078948595,-0.03347872,0.05828831,-0.08822689,-0.064796925,-0.038148377,-0.042215675,0.0547821,0.030460743,-0.04092285,-0.07697159,0.024924451,0.13379033,-0.04371463,-0.06358889,-0.026430931,-0.11079091,0.09836755,-0.14290334,-0.0323594,0.020452457,2.1427371e-05,-0.039493144,-0.008889509,0.053566605,-0.0061755786,-0.00791547,0.040191773,-0.08794212,0.054019317,0.040809657,-0.17355753,0.08431729,0.09085389,0.037028987,-0.042338844,0.08141144,0.013803926,0.06024048,0.051897086,-0.06841422,0.0083370395,0.09436562,0.07997881,-0.04196435,-0.067536764,0.03553764,-0.11244389,0.02980107,0.020754652,-0.046502158,0.07191116,0.025349261,-0.14853193,0.0491262,-0.004008748,0.105321944,0.0017581524,0.034707826,-0.043499775,0.005331227,0.05448628,0.072244585,-0.027339246,0.07367819,0.13979363,0.0162056,0.06539763,0.035878003,-0.06417132,-0.055165805,0.026964718,-0.019931626,0.091652155,-0.08538183,0.00024462593,-0.114270344
paying,0.06825026,-0.02969328,-0.027341308,0.099392846,0.1023581,-0.04514396,0.031106701,0.17855377,-0.042476334,0.020811163,-0.08545988,-0.0432886,0.023259275,0.072943725,-0.045210358,0.0035934045,-0.013495688,-0.014901416,-0.018012432,-0.13181755,0.048005044,-0.08664886,0.02364878,-0.005009941,0.01724827,-0.013876363,0.05739699,-0.056482796,-0.08540155,0.084446535,0.10320254,0.06401934,0.01875183,0.009641925,-0.043431498,0.07333414,0.065493494,-0.08065115,-0.08070904,-0.040689595,-0.09237722,-0.0049036783,-0.054343805,-0.010581197,0.08869809,-0.032690644,0.039306786,-0.085580416,0.05402645,0.031597044,0.061567117,-0.041939784,-0.07454245,0.0017538359,0.099483065,-0.0221483,-0.050097413,-0.05497111,-0.07099349,0.013236582,-0.012198942,0.013736355,-0.00726297,-0.07745167,-0.16814405,-0.017594405,0.002110471,0.1352234,-0.10637989,0.14802758,-0.004774193,-0.011962394,0.084045015,-0.029450057,0.040937513,0.031246277,0.09094366,-0.08229877,-0.10746877,0.01269632,-0.015220094,-0.08328696,-0.11115968,0.15603039,-0.13464493,0.009895378,-0.024200998,0.09247936,0.059199926,-0.05750626,0.11147249,0.08738546,0.021438656,0.08789379,0.10440133,0.07299696,0.066992216,-0.0076538105,0.02358161,0.035562936,-0.049499225,0.14376922,0.05029207,-0.08574595,-0.07552027,-0.09723444,0.04893721,0.120472476,-0.082739085,-0.0657796,-0.033485718,-0.10516405,-0.024664389,-0.06268843,0.03318164,-0.09465605,0.030001443,-0.16214441,-0.009443256,-0.107105665,-0.0063806064,0.13159768,0.064915225,-0.07349743,-0.03773367,0.05756354,-0.08918458,-0.05728891,-0.039825294,-0.042473003,0.059715483,0.03486306,-0.040168513,-0.07370237,0.024484292,0.13264924,-0.04547701,-0.06054373,-0.022906525,-0.1130719,0.0957948,-0.13835798,-0.03592174,0.01668789,0.0038936394,-0.041679192,-0.01728454,0.050612263,-0.008167787,-0.002887905,0.048115417,-0.08979094,0.05128854,0.03478978,-0.17177834,0.08516653,0.09363685,0.034197193,-0.036767438,0.08505495,0.015887909,0.06435024,0.046587992,-0.06865435,0.005749933,0.096271,0.07950851,-0.03681733,-0.0721502,0.028477425,-0.11160934,0.029326735,0.012931274,-0.04205027,0.071691275,0.031255074,-0.14615476,0.053709056,-0.009719664,0.103201404,-0.003580561,0.036538832,-0.039067093,0.009952154,0.05355287,0.07490474,-0.03170833,0.07417327,0.1408556,0.01215575,0.060109682,0.039002296,-0.061684255,-0.05755884,0.02665928,-0.016908752,0.08398352,-0.0845425,0.0010840156,-0.10980844
