term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,dfidf
tool,12,0.0001425364358764209,12.776381624208375,4,NN,1,{'NN'},0,tool,tool,tool,10,8.618385502258606,0.008232352563852177,32.35314557593905,0.0,8.618385502258606,86.18385502258606
skills,12,0.0001425364358764209,12.776381624208375,6,NNS,1,{'NNS'},0,skill,skill,skil,12,8.355351096424812,0.008887199447649237,34.926693829261495,0.0,8.355351096424812,100.26421315709774
worried,12,0.0001425364358764209,12.776381624208375,7,JJ,3,"{'VBN', 'VBD', 'JJ'}",0,worri,worri,worry,12,8.355351096424812,0.0127765092495918,50.21168135089577,0.0,8.355351096424812,100.26421315709774
basically,12,0.0001425364358764209,12.776381624208375,9,RB,1,{'RB'},0,basic,basic,bas,12,8.355351096424812,0.015894706435704536,62.46619629231883,0.0,8.355351096424812,100.26421315709774
provided,12,0.0001425364358764209,12.776381624208375,8,VBD,2,"{'VBN', 'VBD'}",0,provid,provid,provid,9,8.770388595703656,0.006877542757213831,27.028743035850354,0.0,5.846925730469104,78.9334973613329
allowing,12,0.0001425364358764209,12.776381624208375,8,VBG,1,{'VBG'},0,allow,allow,allow,12,8.355351096424812,0.010866444739483783,42.705127826171264,0.0,8.355351096424812,100.26421315709774
note,12,0.0001425364358764209,12.776381624208375,4,NN,3,"{'VB', 'VBP', 'NN'}",0,note,note,not,12,8.355351096424812,0.012709015804004945,49.94643210973943,0.0,8.355351096424812,100.26421315709774
welcome,12,0.0001425364358764209,12.776381624208375,7,JJ,2,"{'NN', 'JJ'}",0,welcom,welcom,welcom,10,8.618385502258606,0.010639606709280061,41.81365436747064,0.0,8.618385502258606,86.18385502258606
cuz,12,0.0001425364358764209,12.776381624208375,3,NN,4,"{'NNP', 'VBP', 'NN', 'RB'}",0,cuz,cuz,cuz,12,8.355351096424812,0.012762880765386762,50.15812140796997,0.0,8.355351096424812,100.26421315709774
topic,12,0.0001425364358764209,12.776381624208375,5,NN,2,"{'NNS', 'NN'}",0,topic,topic,top,12,8.355351096424812,0.01004555570753365,39.47903393060724,0.0,8.355351096424812,100.26421315709774
hi,11,0.00013065839955338584,12.901912506292234,2,NNP,2,"{'NNP', 'NN'}",0,hi,hi,hi,11,8.480881978508672,0.01931396786454265,75.90389370765261,0.0,8.480881978508672,93.28970176359539
raised,11,0.00013065839955338584,12.901912506292234,6,VBD,2,"{'VBN', 'VBD'}",0,rais,rais,rais,11,8.480881978508672,0.00745018712518937,29.27923540199422,0.0,8.480881978508672,93.28970176359539
staying,11,0.00013065839955338584,12.901912506292234,7,VBG,1,{'VBG'},0,stay,stay,stay,10,8.618385502258606,0.009052106910062403,35.574780156545245,0.0,8.618385502258606,86.18385502258606
sitting,11,0.00013065839955338584,12.901912506292234,7,VBG,1,{'VBG'},0,sit,sit,sit,11,8.480881978508672,0.00901558276482686,35.43124026576956,0.0,8.480881978508672,93.28970176359539
concise,11,0.00013065839955338584,12.901912506292234,7,NN,3,"{'VB', 'NN', 'JJ'}",0,concis,concis,cont,8,8.940313597145968,0.00758296318672262,29.80104532381989,0.0,8.940313597145968,71.52250877716774
mouths,11,0.00013065839955338584,12.901912506292234,6,NNS,2,"{'NNS', 'VBD'}",0,mouth,mouth,mouth,10,8.618385502258606,0.009584686166835926,37.66781663566519,0.0,8.618385502258606,86.18385502258606
children,11,0.00013065839955338584,12.901912506292234,8,NNS,1,{'NNS'},0,children,children,childr,10,8.618385502258606,0.00912172511356221,35.848379696299496,0.0,8.618385502258606,86.18385502258606
laughing,11,0.00013065839955338584,12.901912506292234,8,VBG,2,"{'NNP', 'VBG'}",0,laugh,laugh,laugh,11,8.480881978508672,0.01819900882580741,71.52210468542313,0.0,8.480881978508672,93.28970176359539
hope,11,0.00013065839955338584,12.901912506292234,4,VBP,2,"{'VB', 'VBP'}",0,hope,hope,hop,10,8.618385502258606,0.00952899160403608,37.4489370038618,0.0,8.618385502258606,86.18385502258606
activity,11,0.00013065839955338584,12.901912506292234,8,NN,1,{'NN'},0,activ,activ,act,10,8.618385502258606,0.009396796128981335,36.929408786896644,0.0,8.618385502258606,86.18385502258606
full,11,0.00013065839955338584,12.901912506292234,4,JJ,1,{'JJ'},0,full,full,ful,10,8.618385502258606,0.008739774333451905,34.34731313046599,0.0,8.618385502258606,86.18385502258606
appreciate,11,0.00013065839955338584,12.901912506292234,10,VBP,2,"{'VB', 'VBP'}",0,appreci,appreci,apprecy,11,8.480881978508672,0.007390243090848766,29.04365534703565,0.0,8.480881978508672,93.28970176359539
gotten,11,0.00013065839955338584,12.901912506292234,6,VBN,3,"{'NNS', 'VBN', 'VB'}",0,gotten,gotten,got,9,8.770388595703656,0.009707682033412443,38.151190391310905,0.0,8.770388595703656,78.9334973613329
result,11,0.00013065839955338584,12.901912506292234,6,NN,1,{'NN'},0,result,result,result,11,8.480881978508672,0.008434125631723001,33.14611373267139,0.0,8.480881978508672,93.28970176359539
defiant,11,0.00013065839955338584,12.901912506292234,7,JJ,3,"{'VBN', 'NN', 'JJ'}",0,defiant,defiant,defy,11,8.480881978508672,0.006386608687317508,25.099372141157808,0.0,4.240440989254336,93.28970176359539
mom,11,0.00013065839955338584,12.901912506292234,3,NN,2,"{'NNS', 'NN'}",0,mom,mom,mom,11,8.480881978508672,0.010322362713452032,40.566885463866484,0.0,8.480881978508672,93.28970176359539
generate,11,0.00013065839955338584,12.901912506292234,8,VB,2,"{'VB', 'VBP'}",0,gener,generat,gen,9,8.770388595703656,0.012683216756297485,49.84504185224911,0.0,8.770388595703656,78.9334973613329
shut,11,0.00013065839955338584,12.901912506292234,4,VB,4,"{'VBN', 'VB', 'NN', 'NNS'}",0,shut,shut,shut,10,8.618385502258606,0.005468035215340521,21.489378396288252,0.0,4.309192751129303,86.18385502258606
friend,11,0.00013065839955338584,12.901912506292234,6,NN,1,{'NN'},0,friend,friend,friend,11,8.480881978508672,0.014116820087212273,55.47910294274423,0.0,8.480881978508672,93.28970176359539
include,11,0.00013065839955338584,12.901912506292234,7,VB,2,"{'VB', 'VBP'}",0,includ,includ,includ,10,8.618385502258606,0.006542370673894361,25.711516748404843,0.0,4.309192751129303,86.18385502258606
power,11,0.00013065839955338584,12.901912506292234,5,NN,1,{'NN'},0,power,power,pow,11,8.480881978508672,0.006206776584295695,24.392631976282082,0.0,4.240440989254336,93.28970176359539
drum,11,0.00013065839955338584,12.901912506292234,4,VB,2,"{'VB', 'NN'}",0,drum,drum,drum,11,8.480881978508672,0.0061468325499550915,24.157051921323507,0.0,4.240440989254336,93.28970176359539
recognized,11,0.00013065839955338584,12.901912506292234,10,VBD,3,"{'VBN', 'VBP', 'VBD'}",0,recogn,recogn,recogn,10,8.618385502258606,0.008944356917827473,35.15132268706198,0.0,8.618385502258606,86.18385502258606
world,11,0.00013065839955338584,12.901912506292234,5,NN,1,{'NN'},0,world,world,world,8,8.940313597145968,0.005611392758174738,22.05277353962672,0.0,7.152250877716774,71.52250877716774
slightly,11,0.00013065839955338584,12.901912506292234,8,RB,1,{'RB'},0,slightli,slight,slight,11,8.480881978508672,0.005736644086395815,22.54501125953555,0.0,2.82696065950289,93.28970176359539
far,11,0.00013065839955338584,12.901912506292234,3,RB,1,{'RB'},0,far,far,far,11,8.480881978508672,0.010232446661941124,40.21351538142862,0.0,8.480881978508672,93.28970176359539
gone,11,0.00013065839955338584,12.901912506292234,4,VBN,1,{'VBN'},0,gone,gone,gon,11,8.480881978508672,0.013199676361801027,51.87472810187804,0.0,8.480881978508672,93.28970176359539
blown,11,0.00013065839955338584,12.901912506292234,5,VBN,2,"{'IN', 'VBN'}",0,blown,blown,blown,10,8.618385502258606,0.006758187104743763,26.55967532164299,0.0,8.618385502258606,86.18385502258606
rate,11,0.00013065839955338584,12.901912506292234,4,NN,1,{'NN'},0,rate,rate,rat,9,8.770388595703656,0.012348469099972916,48.52948356289356,0.0,8.770388595703656,78.9334973613329
19,11,0.00013065839955338584,12.901912506292234,2,CD,1,{'CD'},0,19,19,19,9,8.770388595703656,0.009952100957077999,39.111756761316535,0.0,8.770388595703656,78.9334973613329
jumping,11,0.00013065839955338584,12.901912506292234,7,VBG,2,"{'VBG', 'NN'}",0,jump,jump,jump,8,8.940313597145968,0.0104265743817436,40.97643732025236,0.0,8.940313597145968,71.52250877716774
connections,11,0.00013065839955338584,12.901912506292234,11,NNS,1,{'NNS'},0,connect,connect,connect,10,8.618385502258606,0.006252584901826415,24.572658664177812,0.0,4.309192751129303,86.18385502258606
twice,11,0.00013065839955338584,12.901912506292234,5,NN,3,"{'VB', 'NN', 'RB'}",0,twice,twice,twic,10,8.618385502258606,0.009487220681936196,37.28477728000925,0.0,8.618385502258606,86.18385502258606
swinging,11,0.00013065839955338584,12.901912506292234,8,VBG,2,"{'VBG', 'NN'}",0,swing,swing,swing,7,9.132958675088364,0.01161954029909461,45.66479337544182,0.0,9.132958675088364,63.93071072561855
simulations,11,0.00013065839955338584,12.901912506292234,11,NNS,1,{'NNS'},0,simul,simul,sim,11,8.480881978508672,0.009677482276881505,38.032505348144305,0.0,8.480881978508672,93.28970176359539
draw,11,0.00013065839955338584,12.901912506292234,4,VB,3,"{'VB', 'NN', 'VBZ'}",0,draw,draw,draw,11,8.480881978508672,0.012860564396102753,50.54201807668382,0.0,8.480881978508672,93.28970176359539
daughter,11,0.00013065839955338584,12.901912506292234,8,NN,1,{'NN'},0,daughter,daughter,daught,9,8.770388595703656,0.008166780123346975,32.095445884753616,0.0,8.770388595703656,78.9334973613329
personal,11,0.00013065839955338584,12.901912506292234,8,JJ,1,{'JJ'},0,person,person,person,9,8.770388595703656,0.007561046269045378,29.71491183734834,0.0,8.770388595703656,78.9334973613329
outside,11,0.00013065839955338584,12.901912506292234,7,JJ,3,"{'IN', 'NN', 'JJ'}",0,outsid,outsid,outsid,11,8.480881978508672,0.006874724395519571,27.01766687439191,0.0,4.240440989254336,93.28970176359539
miss,11,0.00013065839955338584,12.901912506292234,4,NNP,2,"{'NNP', 'VBP'}",0,miss,miss,miss,9,8.770388595703656,0.008910663804068237,35.01890874998817,0.0,8.770388595703656,78.9334973613329
table,11,0.00013065839955338584,12.901912506292234,5,NN,3,"{'VB', 'NN', 'JJ'}",0,tabl,tabl,tabl,11,8.480881978508672,0.009452629269746538,37.148833030103894,0.0,8.480881978508672,93.28970176359539
huh,11,0.00013065839955338584,12.901912506292234,3,NNP,4,"{'NNP', 'NN', 'VBZ', 'JJ'}",0,huh,huh,huh,11,8.480881978508672,0.0157173258041064,61.769090410138155,0.0,8.480881978508672,93.28970176359539
chocolate,11,0.00013065839955338584,12.901912506292234,9,NN,1,{'NN'},0,chocol,chocol,chocol,11,8.480881978508672,0.011509254593395992,45.23137055204624,0.0,8.480881978508672,93.28970176359539
lead,11,0.00013065839955338584,12.901912506292234,4,VB,3,"{'VB', 'VBP', 'NN'}",0,lead,lead,lead,11,8.480881978508672,0.007966562163866287,31.30858930399451,0.0,4.240440989254336,93.28970176359539
throw,11,0.00013065839955338584,12.901912506292234,5,VB,2,"{'VB', 'VBP'}",0,throw,throw,throw,10,8.618385502258606,0.011460896751155726,45.041324232042,0.0,8.618385502258606,86.18385502258606
order,10,0.00011878036323035076,13.039416030042169,5,NN,1,{'NN'},0,order,order,ord,10,8.618385502258606,0.005654073111150133,22.220507326820023,0.0,4.309192751129303,86.18385502258606
tricky,10,0.00011878036323035076,13.039416030042169,6,JJ,2,"{'NN', 'JJ'}",0,tricki,tricki,tricky,9,8.770388595703656,0.010079623873773072,39.612921823928176,0.0,8.770388595703656,78.9334973613329
strengths,10,0.00011878036323035076,13.039416030042169,9,NNS,1,{'NNS'},0,strength,strength,strengths,9,8.770388595703656,0.007853286286471589,30.863415105833344,0.0,8.770388595703656,78.9334973613329
balance,10,0.00011878036323035076,13.039416030042169,7,NN,2,"{'VB', 'NN'}",0,balanc,balanc,bal,10,8.618385502258606,0.005789070067388495,22.751045364836788,0.0,4.309192751129303,86.18385502258606
pencil,10,0.00011878036323035076,13.039416030042169,6,NN,1,{'NN'},0,pencil,pencil,pencil,8,8.940313597145968,0.014559289318507427,57.218007021734195,0.0,8.940313597145968,71.52250877716774
adding,10,0.00011878036323035076,13.039416030042169,6,VBG,1,{'VBG'},0,ad,ad,ad,9,8.770388595703656,0.006498355296586436,25.538536315584693,0.0,8.770388595703656,78.9334973613329
gosh,10,0.00011878036323035076,13.039416030042169,4,NN,1,{'NN'},0,gosh,gosh,gosh,10,8.618385502258606,0.014118571669760854,55.485986662160165,0.0,8.618385502258606,86.18385502258606
character,10,0.00011878036323035076,13.039416030042169,9,NN,1,{'NN'},0,charact,charact,charact,5,9.618385502258606,0.0066080511084219435,25.969640856098238,0.0,9.618385502258606,48.09192751129303
x,10,0.00011878036323035076,13.039416030042169,1,JJ,5,"{'NNP', 'NN', 'JJ', 'NNS', 'VB'}",0,x,x,x,10,8.618385502258606,0.00561900448041248,22.08268760802105,0.0,4.309192751129303,86.18385502258606
lower,10,0.00011878036323035076,13.039416030042169,5,JJR,2,"{'VB', 'JJR'}",0,lower,lower,low,9,8.770388595703656,0.005377216320642251,21.132460140124046,0.0,4.385194297851828,78.9334973613329
ensure,10,0.00011878036323035076,13.039416030042169,6,VB,1,{'VB'},0,ensur,ensur,ens,9,8.770388595703656,0.004413709838946143,17.34587966705834,0.0,2.923462865234552,78.9334973613329
statements,10,0.00011878036323035076,13.039416030042169,10,NNS,1,{'NNS'},0,statement,statement,stat,9,8.770388595703656,0.005224092212337939,20.530682394488103,0.0,4.385194297851828,78.9334973613329
acknowledged,10,0.00011878036323035076,13.039416030042169,12,VBD,2,"{'VBN', 'VBD'}",0,acknowledg,acknowledg,acknowledg,9,8.770388595703656,0.004878637139396931,19.173043957829936,0.0,4.385194297851828,78.9334973613329
building,10,0.00011878036323035076,13.039416030042169,8,NN,2,"{'VBG', 'NN'}",0,build,build,build,10,8.618385502258606,0.0053763448768674805,21.129035366089198,0.0,8.618385502258606,86.18385502258606
clearer,10,0.00011878036323035076,13.039416030042169,7,NN,2,"{'NN', 'JJR'}",0,clearer,clearer,clear,10,8.618385502258606,0.005873244804347353,23.081852081085096,0.0,4.309192751129303,86.18385502258606
consistently,10,0.00011878036323035076,13.039416030042169,12,RB,1,{'RB'},0,consist,consist,consist,9,8.770388595703656,0.005488798872750439,21.570979569909234,0.0,4.385194297851828,78.9334973613329
section,10,0.00011878036323035076,13.039416030042169,7,NN,2,"{'NNP', 'NN'}",0,section,section,sect,10,8.618385502258606,0.007879040181090655,30.96462791168628,0.0,8.618385502258606,86.18385502258606
shared,10,0.00011878036323035076,13.039416030042169,6,VBD,2,"{'VBN', 'VBD'}",0,share,share,shar,8,8.940313597145968,0.005889434741687901,23.14547853483345,0.0,4.470156798572984,71.52250877716774
drop,10,0.00011878036323035076,13.039416030042169,4,VB,2,"{'VB', 'NN'}",0,drop,drop,drop,9,8.770388595703656,0.004708687090695353,18.505140266432736,0.0,4.385194297851828,78.9334973613329
hangnail,10,0.00011878036323035076,13.039416030042169,8,NN,1,{'NN'},0,hangnail,hangnail,hangnail,10,8.618385502258606,0.016281166227568495,63.984983274344195,0.0,8.618385502258606,86.18385502258606
participate,10,0.00011878036323035076,13.039416030042169,11,VB,2,"{'VB', 'NN'}",0,particip,particip,particip,10,8.618385502258606,0.008605759291714778,33.82063401643908,0.0,8.618385502258606,86.18385502258606
respect,10,0.00011878036323035076,13.039416030042169,7,VB,4,"{'VB', 'VBP', 'NN', 'JJ'}",0,respect,respect,respect,8,8.940313597145968,0.006355106455334072,24.975568369462902,0.0,8.940313597145968,71.52250877716774
misunderstand,10,0.00011878036323035076,13.039416030042169,13,VBP,2,"{'VB', 'VBP'}",0,misunderstand,misunderstand,misunderstand,10,8.618385502258606,0.0066713691097910624,26.218480601478877,0.0,8.618385502258606,86.18385502258606
opportunities,10,0.00011878036323035076,13.039416030042169,13,NNS,1,{'NNS'},0,opportun,opportun,opportun,10,8.618385502258606,0.004908083346736393,19.288767552674024,0.0,2.872795167419535,86.18385502258606
file,10,0.00011878036323035076,13.039416030042169,4,NN,1,{'NN'},0,file,file,fil,8,8.940313597145968,0.014062949909921948,55.26739314599326,0.0,8.940313597145968,71.52250877716774
shorten,10,0.00011878036323035076,13.039416030042169,7,VB,1,{'VB'},0,shorten,shorten,short,9,8.770388595703656,0.0073654145218427095,28.94607907084185,0.0,8.770388595703656,78.9334973613329
effective,10,0.00011878036323035076,13.039416030042169,9,JJ,1,{'JJ'},0,effect,effect,effect,10,8.618385502258606,0.008467314000664024,33.27654402260962,0.0,8.618385502258606,86.18385502258606
fully,10,0.00011878036323035076,13.039416030042169,5,RB,1,{'RB'},0,fulli,fulli,ful,10,8.618385502258606,0.005725227010315377,22.500142150539432,0.0,4.309192751129303,86.18385502258606
jasmine's,10,0.00011878036323035076,13.039416030042169,9,NNP,2,"{'NNP', 'JJ'}",0,jasmine',jasmin,jasmine's,8,8.940313597145968,0.005348861381179872,21.021025228036898,0.0,8.940313597145968,71.52250877716774
lost,10,0.00011878036323035076,13.039416030042169,4,VBN,2,"{'VBN', 'VBD'}",0,lost,lost,lost,9,8.770388595703656,0.009893652953592758,38.88205610761954,0.0,8.770388595703656,78.9334973613329
acting,10,0.00011878036323035076,13.039416030042169,6,VBG,1,{'VBG'},0,act,act,act,9,8.770388595703656,0.009116197898968819,35.82665774294746,0.0,8.770388595703656,78.9334973613329
exciting,10,0.00011878036323035076,13.039416030042169,8,JJ,3,"{'VBG', 'NN', 'JJ'}",0,excit,excit,excit,10,8.618385502258606,0.007383010481154531,29.015231190937307,0.0,4.309192751129303,86.18385502258606
reread,10,0.00011878036323035076,13.039416030042169,6,VB,1,{'VB'},0,reread,reread,reread,9,8.770388595703656,0.007663095858018275,30.11596672201182,0.0,8.770388595703656,78.9334973613329
conversations,10,0.00011878036323035076,13.039416030042169,13,NNS,1,{'NNS'},0,convers,convers,convers,10,8.618385502258606,0.008614461567152254,33.85483395890836,0.0,8.618385502258606,86.18385502258606
develop,10,0.00011878036323035076,13.039416030042169,7,VB,2,"{'VB', 'VBP'}",0,develop,develop,develop,10,8.618385502258606,0.007530158047642757,29.593521127236045,0.0,8.618385502258606,86.18385502258606
highlight,10,0.00011878036323035076,13.039416030042169,9,VB,3,"{'VB', 'NN', 'JJ'}",0,highlight,highlight,highlight,10,8.618385502258606,0.0054641587471911,21.474143876461024,0.0,4.309192751129303,86.18385502258606
stopping,10,0.00011878036323035076,13.039416030042169,8,VBG,1,{'VBG'},0,stop,stop,stop,10,8.618385502258606,0.011513110403780578,45.24652388685769,0.0,8.618385502258606,86.18385502258606
quieter,10,0.00011878036323035076,13.039416030042169,7,NN,5,"{'RBR', 'VBG', 'NN', 'RB', 'VB'}",0,quieter,quieter,quiet,9,8.770388595703656,0.006607281121263477,25.966614806565467,0.0,8.770388595703656,78.9334973613329
acknowledge,10,0.00011878036323035076,13.039416030042169,11,VB,4,"{'VB', 'VBP', 'NN', 'RB'}",0,acknowledg,acknowledg,acknowledg,8,8.940313597145968,0.005459733494440286,21.456752633150323,0.0,8.940313597145968,71.52250877716774
culture,10,0.00011878036323035076,13.039416030042169,7,NN,1,{'NN'},0,cultur,cultur,cult,10,8.618385502258606,0.009596869352448393,37.715696555122186,0.0,8.618385502258606,86.18385502258606
alrighty,10,0.00011878036323035076,13.039416030042169,8,NNP,2,"{'NNP', 'NN'}",0,alrighti,alrighti,alrighty,10,8.618385502258606,0.013523336029837506,53.14671059726141,0.0,8.618385502258606,86.18385502258606
stayed,10,0.00011878036323035076,13.039416030042169,6,VBD,2,"{'VBP', 'VBD'}",0,stay,stay,stay,9,8.770388595703656,0.007141283334924097,28.065243506251697,0.0,4.385194297851828,78.9334973613329
straight,10,0.00011878036323035076,13.039416030042169,8,RB,4,"{'VBN', 'NN', 'RB', 'VBD'}",0,straight,straight,straight,10,8.618385502258606,0.008187100731577301,32.17530587509879,0.0,8.618385502258606,86.18385502258606
nonverbal,10,0.00011878036323035076,13.039416030042169,9,JJ,3,"{'DT', 'NN', 'JJ'}",0,nonverb,nonverb,nonverb,9,8.770388595703656,0.00544105828588164,21.38335906351485,0.0,4.385194297851828,78.9334973613329
probed,10,0.00011878036323035076,13.039416030042169,6,VBD,5,"{'VBN', 'VBP', 'NN', 'VBD', 'JJ'}",0,probe,probe,prob,7,9.132958675088364,0.0064858161305855365,25.489257393201157,0.0,9.132958675088364,63.93071072561855
involved,10,0.00011878036323035076,13.039416030042169,8,VBN,2,"{'VBN', 'JJ'}",0,involv,involv,involv,9,8.770388595703656,0.005678312096172284,22.315766537957078,0.0,5.846925730469104,78.9334973613329
wonder,10,0.00011878036323035076,13.039416030042169,6,VBP,1,{'VBP'},0,wonder,wonder,wond,9,8.770388595703656,0.014293193579572783,56.17225076772103,0.0,8.770388595703656,78.9334973613329
anytime,10,0.00011878036323035076,13.039416030042169,7,RB,4,"{'VB', 'NN', 'RB', 'JJ'}",0,anytim,anytim,anytim,9,8.770388595703656,0.0048564977441373685,19.08603613445986,0.0,2.923462865234552,78.9334973613329
acknowledging,10,0.00011878036323035076,13.039416030042169,13,VBG,1,{'VBG'},0,acknowledg,acknowledg,acknowledg,10,8.618385502258606,0.007236812253804936,28.440672157453402,0.0,4.309192751129303,86.18385502258606
caught,10,0.00011878036323035076,13.039416030042169,6,VBD,5,"{'VBN', 'VBP', 'VBD', 'VB', 'RP'}",0,caught,caught,caught,9,8.770388595703656,0.007035014237678201,27.647605954075335,0.0,8.770388595703656,78.9334973613329
thanks,10,0.00011878036323035076,13.039416030042169,6,NNS,2,"{'NNS', 'NNP'}",0,thank,thank,thank,8,8.940313597145968,0.011791507755353673,46.340625478539934,0.0,8.940313597145968,71.52250877716774
break,10,0.00011878036323035076,13.039416030042169,5,NN,4,"{'VB', 'VBP', 'NN', 'JJ'}",0,break,break,break,9,8.770388595703656,0.006602933749103419,25.949529633976436,0.0,8.770388595703656,78.9334973613329
rephrase,10,0.00011878036323035076,13.039416030042169,8,VB,2,"{'VB', 'VBP'}",0,rephras,rephras,rephras,9,8.770388595703656,0.005211477401668366,20.48110618855668,0.0,4.385194297851828,78.9334973613329
movies,10,0.00011878036323035076,13.039416030042169,6,NNS,1,{'NNS'},0,movi,movi,movy,9,8.770388595703656,0.006459389960929607,25.385402546453356,0.0,8.770388595703656,78.9334973613329
lines,10,0.00011878036323035076,13.039416030042169,5,NNS,1,{'NNS'},0,line,line,lin,10,8.618385502258606,0.005706952231896678,22.428322271353945,0.0,4.309192751129303,86.18385502258606
expected,10,0.00011878036323035076,13.039416030042169,8,VBD,3,"{'VBN', 'VBD', 'JJ'}",0,expect,expect,expect,10,8.618385502258606,0.011293813062756187,44.38468533663182,0.0,8.618385502258606,86.18385502258606
fact,10,0.00011878036323035076,13.039416030042169,4,NN,1,{'NN'},0,fact,fact,fact,10,8.618385502258606,0.007730231271109818,30.379808895461586,0.0,8.618385502258606,86.18385502258606
ah,10,0.00011878036323035076,13.039416030042169,2,NNP,4,"{'NNP', 'IN', 'NN', 'NNS'}",0,ah,ah,ah,10,8.618385502258606,0.011695858187967572,45.96472267871256,0.0,8.618385502258606,86.18385502258606
choice,9,0.00010690232690731568,13.191419123487218,6,NN,1,{'NN'},0,choic,choic,cho,8,8.940313597145968,0.005517720859985811,21.68464297974424,0.0,4.470156798572984,71.52250877716774
vanilla,9,0.00010690232690731568,13.191419123487218,7,NN,1,{'NN'},0,vanilla,vanilla,vanill,9,8.770388595703656,0.010042429689737009,39.466748680666456,0.0,8.770388595703656,78.9334973613329
whispering,9,0.00010690232690731568,13.191419123487218,10,VBG,2,"{'VBG', 'NN'}",0,whisper,whisper,whisp,9,8.770388595703656,0.014319760853884254,56.276660155765114,0.0,8.770388595703656,78.9334973613329
instance,9,0.00010690232690731568,13.191419123487218,8,NN,1,{'NN'},0,instanc,instanc,inst,9,8.770388595703656,0.004856497744137369,19.08603613445986,0.0,4.385194297851828,78.9334973613329
suggest,9,0.00010690232690731568,13.191419123487218,7,VB,2,"{'VB', 'VBP'}",0,suggest,suggest,suggest,9,8.770388595703656,0.005212499219911115,20.48512193425068,0.0,4.385194297851828,78.9334973613329
interested,9,0.00010690232690731568,13.191419123487218,10,JJ,1,{'JJ'},0,interest,interest,interest,9,8.770388595703656,0.005372868948482192,21.115374967535015,0.0,4.385194297851828,78.9334973613329
state,9,0.00010690232690731568,13.191419123487218,5,NN,1,{'NN'},0,state,state,stat,9,8.770388595703656,0.006675631472446632,26.235231686715263,0.0,8.770388595703656,78.9334973613329
desk,9,0.00010690232690731568,13.191419123487218,4,NN,1,{'NN'},0,desk,desk,desk,9,8.770388595703656,0.008202411526541187,32.235477299306865,0.0,8.770388595703656,78.9334973613329
transition,9,0.00010690232690731568,13.191419123487218,10,NN,2,"{'VB', 'NN'}",0,transit,transit,transit,8,8.940313597145968,0.007848366898257911,30.844081910153587,0.0,8.940313597145968,71.52250877716774
seen,9,0.00010690232690731568,13.191419123487218,4,VBN,1,{'VBN'},0,seen,seen,seen,9,8.770388595703656,0.006792230223201044,26.693464777180104,0.0,8.770388595703656,78.9334973613329
peers,9,0.00010690232690731568,13.191419123487218,5,NNS,1,{'NNS'},0,peer,peer,peer,9,8.770388595703656,0.00421254788755696,16.55531319809885,0.0,4.385194297851828,78.9334973613329
loved,9,0.00010690232690731568,13.191419123487218,5,VBD,1,{'VBD'},0,love,love,lov,8,8.940313597145968,0.007176733016005337,28.204560752900967,0.0,8.940313597145968,71.52250877716774
literally,9,0.00010690232690731568,13.191419123487218,9,RB,1,{'RB'},0,liter,liter,lit,7,9.132958675088364,0.007191204385106331,28.261433233467883,0.0,9.132958675088364,63.93071072561855
leaves,9,0.00010690232690731568,13.191419123487218,6,VBZ,2,"{'NNS', 'VBZ'}",0,leav,leav,leav,9,8.770388595703656,0.0070668949668519715,27.772897219728243,0.0,8.770388595703656,78.9334973613329
inside,9,0.00010690232690731568,13.191419123487218,6,JJ,3,"{'IN', 'NN', 'JJ'}",0,insid,insid,insid,6,9.355351096424812,0.008688812087010321,34.147031501950565,0.0,9.355351096424812,56.13210657854887
participating,9,0.00010690232690731568,13.191419123487218,13,VBG,1,{'VBG'},0,particip,particip,particip,9,8.770388595703656,0.009335740193051814,36.68945895869363,0.0,8.770388595703656,78.9334973613329
dive,9,0.00010690232690731568,13.191419123487218,4,VB,2,"{'VB', 'VBP'}",0,dive,dive,div,9,8.770388595703656,0.006862326954653625,26.968944931788744,0.0,4.385194297851828,78.9334973613329
explained,9,0.00010690232690731568,13.191419123487218,9,VBN,2,"{'VBN', 'VBD'}",0,explain,explain,explain,9,8.770388595703656,0.004153350550693702,16.32266766422625,0.0,4.385194297851828,78.9334973613329
followed,9,0.00010690232690731568,13.191419123487218,8,VBN,2,"{'VBN', 'VBD'}",0,follow,follow,follow,9,8.770388595703656,0.0061618364886411045,24.21601740035954,0.0,4.385194297851828,78.9334973613329
related,9,0.00010690232690731568,13.191419123487218,7,VBN,3,"{'VBN', 'VBD', 'JJ'}",0,relat,relat,rel,7,9.132958675088364,0.004789832723293444,18.824042602543237,0.0,4.566479337544182,63.93071072561855
frame,9,0.00010690232690731568,13.191419123487218,5,VB,2,"{'VB', 'NN'}",0,frame,frame,fram,9,8.770388595703656,0.008018003387202724,31.510753311706708,0.0,8.770388595703656,78.9334973613329
opinion,9,0.00010690232690731568,13.191419123487218,7,NN,1,{'NN'},0,opinion,opinion,opin,6,9.355351096424812,0.005920721970073771,23.268437342389916,0.0,9.355351096424812,56.13210657854887
